Date/Time,Electricity:Facility [kW](Hourly),Fans:Electricity [kW](Hourly),Cooling:Electricity [kW](Hourly),Heating:Electricity [kW](Hourly),InteriorLights:Electricity [kW](Hourly),InteriorEquipment:Electricity [kW](Hourly),Gas:Facility [kW](Hourly),Heating:Gas [kW](Hourly),InteriorEquipment:Gas [kW](Hourly),Water Heater:WaterSystems:Gas [kW](Hourly)
 01/29  08:00:00,743.884228654,96.3525857472,259.88339238,0.0,54.0258772165,184.38654557,457.222395713,406.030876439,42.4850247072,8.70649456655
 01/29  09:00:00,888.055941673,96.3525857472,331.740951692,0.0,65.1572554096,220.04316451,429.415740249,355.301917158,56.6466996096,17.4671234813
 01/29  10:00:00,945.818856988,96.3525857472,400.373283837,0.0,65.1572554096,212.545889182,407.142778444,338.361547583,42.4850247072,26.2962061532
 01/29  11:00:00,979.606814432,96.3525857472,421.620894008,0.0,65.1572554096,220.04316451,426.415025628,329.202584596,70.808374512,26.4040665196
 01/29  12:00:00,997.392369033,96.3525857472,431.798930335,0.0,65.1572554096,220.04316451,416.198357456,318.986367236,70.808374512,26.4036157085
 01/29  13:00:00,1009.41306361,96.3525857472,438.866440633,0.0,65.1572554096,220.04316451,406.030855181,308.819347913,70.808374512,26.4031327564
 01/29  14:00:00,1010.35739039,96.3525857472,434.133386599,0.0,65.1572554096,212.545889182,379.275946002,296.22659748,56.6466996096,26.4026489126
 01/29  15:00:00,1004.88395916,96.3525857472,422.886080423,0.0,65.1572554096,212.545889182,345.442488529,276.555297511,42.4850247072,26.4021663106
 01/29  16:00:00,998.320582756,96.3525857472,421.21192246,0.0,65.1572554096,212.545889182,352.953075365,269.904690663,56.6466996096,26.4016850924
 01/29  17:00:00,971.938046253,96.3525857472,423.447405988,0.0,65.1572554096,220.04316451,406.908761741,295.534601616,84.9700494144,26.4041107105
 01/29  18:00:00,959.377938385,96.3525857472,443.988854475,0.0,54.0258772165,184.38654557,425.488847603,322.982095595,84.9700494144,17.5367025934
 01/29  19:00:00,917.733500527,96.3525857472,427.314586115,0.0,44.4937663224,163.454314868,469.79973815,367.435954055,84.9700494144,17.3937346808
 01/29  20:00:00,894.50846261,96.3525857472,413.513430338,0.0,44.4937663224,155.95703954,445.197673988,379.845212512,56.6466996096,8.70576186643
 01/29  21:00:00,842.931388171,96.3525857472,396.597458978,0.0,44.4937663224,124.558693486,494.919989148,420.878867967,56.6466996096,17.3944215716
 01/29  22:00:00,823.04087058,96.3525857472,372.956991544,0.0,44.4937663224,124.558693486,483.217432697,432.026337167,42.4850247072,8.70607082284
 01/29  23:00:00,798.097189533,96.3525857472,353.472207788,0.0,34.9616554283,124.558693486,499.496933435,453.77846605,28.3233498048,17.3951175795
 01/29  24:00:00,796.940442372,96.3525857472,355.123328563,0.0,34.9616554283,124.558693486,484.065757299,461.197702063,14.1616749024,8.70638033309
 01/30  01:00:00,782.063086705,96.3525857472,340.02471318,0.0,46.0930336215,113.312780494,491.255121796,468.197163658,5.66466996096,17.3932881769
 01/30  02:00:00,769.293830292,96.3525857472,324.662339408,0.0,46.0930336215,113.312780494,489.519133443,475.147763931,5.66466996096,8.70669955139
 01/30  03:00:00,754.510361412,96.3525857472,312.57399391,0.0,46.0930336215,113.312780494,507.609052994,484.550573119,5.66466996096,17.3938099144
 01/30  04:00:00,745.689648165,96.3525857472,305.051374278,0.0,46.0930336215,113.312780494,507.331908142,492.960190112,5.66466996096,8.70704806892
 01/30  05:00:00,820.590187155,96.3525857472,293.662486295,0.0,100.150657288,148.969399434,494.706483117,471.647217151,5.66466996096,17.3945960042
 01/30  06:00:00,813.734985645,96.3525857472,286.453556911,0.0,100.150657288,149.894399434,908.5449429,876.990080278,14.1616749024,17.3931877195
 01/30  07:00:00,1035.78081033,96.6391792266,285.463617641,0.0,176.471037341,302.612436532,608.890781624,571.860711515,28.3233498048,8.70672030373
 01/30  08:00:00,1215.1149013,96.9446217915,356.157057152,0.0,243.2593065,310.10971186,559.728876044,490.935615403,42.4850247072,26.3082359337
 01/30  09:00:00,1309.7896192,97.0909123029,409.381799958,0.0,243.2593065,310.10971186,522.155457125,439.07398643,56.6466996096,26.4347710848
 01/30  10:00:00,1366.8562729,97.5892024559,421.423367801,0.0,243.2593065,302.612436532,477.010996414,407.993859794,42.4850247072,26.5321119134
 01/30  11:00:00,1368.0756796,98.1870428691,414.80715527,0.0,243.2593065,310.10971186,484.256462361,377.881245134,70.808374512,35.5668427152
 01/30  12:00:00,1359.33454247,98.6984615289,411.293352351,0.0,243.2593065,310.10971186,471.743885865,356.407330174,70.808374512,44.5281811791
 01/30  13:00:00,1311.96360609,99.0966304715,419.874822531,0.0,243.2593065,310.10971186,439.974730612,342.585655079,70.808374512,26.5807010204
 01/30  14:00:00,1358.21490259,99.5201071377,418.125235165,0.0,243.2593065,302.612436532,427.886480926,326.717223557,56.6466996096,44.5225577593
 01/30  15:00:00,1355.23555728,100.285560851,418.397578385,0.0,243.2593065,302.612436532,382.090733101,304.052289694,42.4850247072,35.5534187001
 01/30  16:00:00,1357.49033394,100.829332601,423.329416339,0.0,243.2593065,302.612436532,383.402266579,291.264951221,56.6466996096,35.4906157481
 01/30  17:00:00,1393.94934154,101.087167156,440.786686843,0.0,243.2593065,310.10971186,408.193630769,296.728505805,84.9700494144,26.4950755491
 01/30  18:00:00,1387.70558448,101.195425069,443.476266742,0.0,243.2593065,310.10971186,429.017855703,326.551057566,84.9700494144,17.4967487226
 01/30  19:00:00,1078.41318493,96.3525857472,425.089862171,0.0,166.938926447,199.110933808,431.993274587,329.58141733,84.9700494144,17.4418078427
 01/30  20:00:00,1080.88002708,96.3525857472,430.758037813,0.0,166.938926447,191.61365848,413.079741165,338.993878561,56.6466996096,17.4391629944
 01/30  21:00:00,949.224037642,96.3525857472,430.170953893,0.0,100.150657288,124.558693486,455.196709903,381.111668351,56.6466996096,17.438341942
 01/30  22:00:00,911.400957702,96.3525857472,430.830020367,0.0,100.150657288,124.558693486,448.355715977,388.472343898,42.4850247072,17.3983473717
 01/30  23:00:00,845.533347408,96.3525857472,430.336875568,0.0,46.0930336215,124.558693486,444.404708587,407.374598089,28.3233498048,8.70676069383
 01/30  24:00:00,823.679589236,96.3525857472,414.665424193,0.0,46.0930336215,124.558693486,446.815251888,415.259651278,14.1616749024,17.3939257075
 01/31  01:00:00,798.38775407,96.3525857472,405.750851646,0.0,46.0930336215,113.312780494,434.686133308,420.314347341,5.66466996096,8.70711600616
 01/31  02:00:00,797.645946594,96.3525857472,404.893218499,0.0,46.0930336215,113.312780494,447.873075553,424.813803393,5.66466996096,17.3946021988
 01/31  03:00:00,798.347529726,96.3525857472,399.205385743,0.0,46.0930336215,113.312780494,444.318403709,429.946279946,5.66466996096,8.70745380165
 01/31  04:00:00,798.416172159,96.3525857472,389.439963823,0.0,46.0930336215,113.312780494,458.342484734,435.285208966,5.66466996096,17.3926058063
 01/31  05:00:00,876.114990157,96.3525857472,373.046583749,0.0,100.150657288,148.969399434,433.73092729,419.358447525,5.66466996096,8.70780980401
 01/31  06:00:00,856.071799842,96.5385923882,352.779021143,0.0,100.150657288,149.894399434,712.357878128,680.800769115,14.1616749024,17.3954341112
 01/31  07:00:00,1075.26795257,97.3722772729,343.800132625,0.0,176.471037341,302.612436532,512.976653602,475.945142256,28.3233498048,8.70816154071
 01/31  08:00:00,1217.3299564,98.7268131028,365.218446413,0.0,243.2593065,310.10971186,488.131279122,419.338376976,42.4850247072,26.3078774395
 01/31  09:00:00,1294.84090711,99.5758938489,392.64436539,0.0,243.2593065,310.10971186,465.504783464,382.424566632,56.6466996096,26.4335172216
 01/31  10:00:00,1353.49431805,100.350630365,408.838206043,0.0,243.2593065,302.612436532,431.360295641,362.351433032,42.4850247072,26.5238379017
 01/31  11:00:00,1368.82129139,101.043012643,412.341572512,0.0,243.2593065,310.10971186,459.145608062,343.886049282,70.808374512,44.4511842679
 01/31  12:00:00,1373.33001842,101.578896126,415.129750678,0.0,243.2593065,310.10971186,440.139205434,333.717886958,70.808374512,35.6129439639
 01/31  13:00:00,1333.42545921,102.112163556,417.349375143,0.0,243.2593065,310.10971186,431.759181576,325.511443939,70.808374512,35.4393631248
 01/31  14:00:00,1369.34813436,102.757391127,418.966824267,0.0,243.2593065,302.612436532,405.514843595,313.251006275,56.6466996096,35.6171377106
 01/31  15:00:00,1372.6243527,103.230314441,417.297883755,0.0,243.2593065,302.612436532,376.310531013,298.265361812,42.4850247072,35.5601444939
 01/31  16:00:00,1365.46899773,103.471648055,413.153365885,0.0,243.2593065,302.612436532,386.544016249,294.400595648,56.6466996096,35.4967209918
 01/31  17:00:00,1356.0989413,103.681064469,395.010358284,0.0,243.2593065,310.10971186,411.27224176,299.811900032,84.9700494144,26.4902923136
 01/31  18:00:00,1350.05495962,103.717158091,374.19993503,0.0,243.2593065,310.10971186,433.480682255,322.277680182,84.9700494144,26.2329526593
 01/31  19:00:00,1062.32099351,96.3525857472,353.618301764,0.0,166.938926447,199.110933808,432.420062583,338.721320512,84.9700494144,8.72869265655
 01/31  20:00:00,1045.66349207,96.3525857472,344.355033644,0.0,166.938926447,191.61365848,421.047226848,346.958437012,56.6466996096,17.4420902263
 01/31  21:00:00,906.19453332,96.3525857472,332.739580093,0.0,100.150657288,124.558693486,463.347910043,389.261297218,56.6466996096,17.4399132156
 01/31  22:00:00,861.442192759,96.3525857472,329.383256342,0.0,100.150657288,124.558693486,457.412568406,397.529034923,42.4850247072,17.3985087754
 01/31  23:00:00,796.016911665,96.3525857472,334.132837649,0.0,46.0930336215,124.558693486,453.893966,416.862357501,28.3233498048,8.70825869474
 01/31  24:00:00,802.449739053,96.3525857472,340.45808955,0.0,46.0930336215,124.558693486,455.746977364,424.191206664,14.1616749024,17.3940957982
 02/01  01:00:00,799.657549796,96.3525857472,347.174847215,0.0,46.0930336215,113.312780494,443.185909194,428.815305616,5.66466996096,8.70593361756
 02/01  02:00:00,803.932030789,96.3525857472,354.052401587,0.0,46.0930336215,113.312780494,455.518370909,432.458910198,5.66466996096,17.3947907506
 02/01  03:00:00,800.537012057,96.3525857472,360.441313852,0.0,46.0930336215,113.312780494,450.653071282,436.28216605,5.66466996096,8.70623527038
 02/01  04:00:00,797.387471496,96.3525857472,367.55128291,0.0,46.0930336215,113.312780494,463.707424321,440.647269081,5.66466996096,17.3954852792
 02/01  05:00:00,868.052292226,96.3525857472,353.521254497,0.0,100.150657288,148.969399434,439.604155809,425.232931268,5.66466996096,8.70655457987
 02/01  06:00:00,843.058231454,96.7885352215,331.337382545,0.0,100.150657288,149.894399434,714.372226698,682.817822822,14.1616749024,17.3927289738
 02/01  07:00:00,1056.22757365,98.2770940943,322.862684481,0.0,176.471037341,302.612436532,517.068814295,480.038579095,28.3233498048,8.70688539473
 02/01  08:00:00,1196.45252681,100.144705456,354.45323413,0.0,243.2593065,310.10971186,495.813522629,427.01624045,42.4850247072,26.3122574713
 02/01  09:00:00,1293.03458099,100.86576923,414.253549435,0.0,243.2593065,310.10971186,479.550921993,396.4717167,56.6466996096,26.4325056838
 02/01  10:00:00,1344.57924968,101.417151587,424.866787298,0.0,243.2593065,302.612436532,455.275606491,377.428658136,42.4850247072,35.361923648
 02/01  11:00:00,1334.62712937,102.023536586,410.304032446,0.0,243.2593065,310.10971186,450.249819883,343.892520699,70.808374512,35.548924672
 02/01  12:00:00,1310.55457758,102.559763805,399.736649321,0.0,243.2593065,310.10971186,429.295539483,322.867156365,70.808374512,35.6200086059
 02/01  13:00:00,1261.05955224,103.214837165,401.1661486,0.0,243.2593065,310.10971186,411.902803843,305.649107585,70.808374512,35.4453217459
 02/01  14:00:00,1295.85136335,103.694549486,404.326330253,0.0,243.2593065,302.612436532,385.77035412,293.499690916,56.6466996096,35.623963595
 02/01  15:00:00,1310.26472309,103.881655677,403.913748676,0.0,243.2593065,302.612436532,368.459568399,290.407675227,42.4850247072,35.566868465
 02/01  16:00:00,1332.56774684,104.155301988,405.288033811,0.0,243.2593065,302.612436532,386.281827313,294.132325064,56.6466996096,35.5028026396
 02/01  17:00:00,1327.35656863,104.686315841,422.410330161,0.0,243.2593065,310.10971186,419.398706185,299.112033878,84.9700494144,35.3166228925
 02/01  18:00:00,1359.92783324,104.920985288,456.466219597,0.0,243.2593065,310.10971186,415.172347616,312.705967074,84.9700494144,17.4963311275
 02/01  19:00:00,1098.16789247,96.3525857472,462.206269266,0.0,166.938926447,199.110933808,429.572119096,327.162492839,84.9700494144,17.4395768433
 02/01  20:00:00,1093.05812884,96.3525857472,459.185671367,0.0,166.938926447,191.61365848,405.677194353,331.593154545,56.6466996096,17.4373401984
 02/01  21:00:00,956.989732654,96.3525857472,455.467661128,0.0,100.150657288,124.558693486,437.190373236,371.812662646,56.6466996096,8.7310109806
 02/01  22:00:00,898.251455063,96.3525857472,446.554163206,0.0,100.150657288,124.558693486,441.062557535,381.178990853,42.4850247072,17.3985419747
 02/01  23:00:00,810.010664527,96.3525857472,424.576242618,0.0,46.0930336215,124.558693486,439.423423786,402.393154559,28.3233498048,8.70691942196
 02/01  24:00:00,821.187098443,96.3525857472,432.47684074,0.0,46.0930336215,124.558693486,440.998161655,409.442251996,14.1616749024,17.394234757
 02/02  01:00:00,809.223335944,96.3525857472,427.133985343,0.0,46.0930336215,113.312780494,430.320431716,414.821037173,5.66466996096,9.8347245816
 02/02  02:00:00,804.993945881,96.3525857472,416.495953191,0.0,46.0930336215,113.312780494,442.064980633,420.134016341,5.66466996096,16.2662943309
 02/02  03:00:00,801.00915721,96.3525857472,408.460254349,0.0,46.0930336215,113.312780494,448.080364272,425.022114115,5.66466996096,17.3935801963
 02/02  04:00:00,799.70634577,96.3525857472,403.083528792,0.0,46.0930336215,113.312780494,443.681596931,429.309999575,5.66466996096,8.70692739456
 02/02  05:00:00,885.504424826,96.3525857472,398.3293913,0.0,100.150657288,148.969399434,436.063987817,413.005059967,5.66466996096,17.3942578898
 02/02  06:00:00,885.835072262,96.8613862697,400.834006596,0.0,100.150657288,149.894399434,648.007285153,625.138329686,14.1616749024,8.70728056427
 02/02  07:00:00,1129.19784205,99.0230482071,415.816404243,0.0,176.471037341,302.612436532,492.720613988,447.003510274,28.3233498048,17.3937539094
 02/02  08:00:00,1254.66300506,101.058136499,429.498630995,0.0,243.2593065,310.10971186,452.133162799,392.102646653,42.4850247072,17.5454914384
 02/02  09:00:00,1297.50836022,101.847007598,434.578026995,0.0,243.2593065,310.10971186,439.755254287,356.677171715,56.6466996096,26.4313829627
 02/02  10:00:00,1336.12041555,102.434808118,438.895312418,0.0,243.2593065,302.612436532,417.647436498,339.795113867,42.4850247072,35.3672979242
 02/02  11:00:00,1359.09672031,103.039962542,441.331942838,0.0,243.2593065,310.10971186,428.187131229,321.823882711,70.808374512,35.5548740059
 02/02  12:00:00,1376.00347133,103.573281395,442.242908454,0.0,243.2593065,310.10971186,416.026453534,309.591184937,70.808374512,35.6268940849
 02/02  13:00:00,1349.04863744,104.1261501,440.659082219,0.0,243.2593065,310.10971186,407.408148162,301.1487241,70.808374512,35.4510495502
 02/02  14:00:00,1383.84479279,104.851652472,434.232498003,0.0,243.2593065,302.612436532,380.982083626,288.704860704,56.6466996096,35.6305233121
 02/02  15:00:00,1380.07149914,105.461973257,424.971749153,0.0,243.2593065,302.612436532,359.22146803,272.281320632,42.4850247072,44.4551226917
 02/02  16:00:00,1376.29054411,105.94341634,428.627623701,0.0,243.2593065,302.612436532,349.685523204,266.415702012,56.6466996096,26.6231215827
 02/02  17:00:00,1384.27370405,106.012696473,444.452313652,0.0,243.2593065,310.10971186,400.497877854,280.20660747,84.9700494144,35.3212209698
 02/02  18:00:00,1367.33333261,105.963753818,426.608101872,0.0,243.2593065,310.10971186,405.8584504,303.390538589,84.9700494144,17.4978623961
 02/02  19:00:00,1084.14286208,96.3525857472,411.385010002,0.0,166.938926447,199.110933808,426.568770783,324.15660036,84.9700494144,17.4421210093
 02/02  20:00:00,1081.91055911,96.3525857472,406.605899447,0.0,166.938926447,191.61365848,405.494240787,331.407548457,56.6466996096,17.4399927199
 02/02  21:00:00,919.317814782,96.3525857472,369.735630702,0.0,100.150657288,124.558693486,449.762585323,375.678040364,56.6466996096,17.43784535
 02/02  22:00:00,848.941657688,96.3525857472,334.944517688,0.0,100.150657288,124.558693486,438.888580621,387.69367875,42.4850247072,8.70987716381
 02/02  23:00:00,778.67577348,96.3525857472,325.021863425,0.0,46.0930336215,124.558693486,454.050276257,408.335284424,28.3233498048,17.3916420286
 02/02  24:00:00,770.738337299,96.3525857472,314.881816321,0.0,46.0930336215,124.558693486,439.515548145,416.646208247,14.1616749024,8.70766499499
 02/03  01:00:00,741.309903719,96.3525857472,297.618883867,0.0,46.0930336215,113.312780494,447.864083627,424.804950509,5.66466996096,17.3944631572
 02/03  02:00:00,724.031819616,96.3525857472,279.279185244,0.0,46.0930336215,113.312780494,447.052869921,432.680184048,5.66466996096,8.70801591123
 02/03  03:00:00,710.368648167,96.3525857472,264.345803515,0.0,46.0930336215,113.312780494,470.76075566,447.702437579,5.66466996096,17.3936481203
 02/03  04:00:00,698.846024452,96.3525857472,251.543191798,0.0,46.0930336215,113.312780494,482.211165986,467.841437832,5.66466996096,8.70505819369
 02/03  05:00:00,776.556117147,96.3525857472,238.539695066,0.0,100.150657288,148.969399434,490.127044697,467.066600714,5.66466996096,17.3957740219
 02/03  06:00:00,768.853303472,96.898579205,232.561127979,0.0,100.150657288,149.894399434,693.954738204,671.08703854,14.1616749024,8.70602476072
 02/03  07:00:00,991.995720995,99.1099192508,235.020898562,0.0,176.471037341,302.612436532,520.70215113,474.984492669,28.3233498048,17.3943086562
