Date/Time,Electricity:Facility [kW](Hourly),Fans:Electricity [kW](Hourly),Cooling:Electricity [kW](Hourly),Heating:Electricity [kW](Hourly),InteriorLights:Electricity [kW](Hourly),InteriorEquipment:Electricity [kW](Hourly),Gas:Facility [kW](Hourly),Heating:Gas [kW](Hourly),InteriorEquipment:Gas [kW](Hourly),Water Heater:WaterSystems:Gas [kW](Hourly)
 06/20  04:00:00,941.503830808,96.3525857472,417.506554405,0.0,100.150657288,148.969399434,363.309689152,340.273600646,5.66466996096,17.3714185448
 06/20  05:00:00,928.588257439,96.7961676286,422.557909336,0.0,100.150657288,149.894399434,472.885187633,450.027654569,14.1616749024,8.69585816223
 06/20  06:00:00,1124.93291844,100.422929343,404.262727308,0.0,176.471037341,302.612436532,351.186622135,314.167262241,28.3233498048,8.69601008862
 06/20  07:00:00,1222.73967268,103.954159493,378.367591029,0.0,243.2593065,310.10971186,341.621949436,272.888039322,42.4850247072,26.2488854068
 06/20  08:00:00,1263.24465405,106.017663875,365.243802119,0.0,243.2593065,310.10971186,332.044505324,249.039526397,56.6466996096,26.3582793172
 06/20  09:00:00,1307.60508503,107.827411679,357.384844772,0.0,243.2593065,302.612436532,298.885535339,229.958404382,42.4850247072,26.4421062496
 06/20  10:00:00,1326.85870449,109.821316878,347.566664583,0.0,243.2593065,310.10971186,305.975593832,208.595863162,70.808374512,26.571356158
 06/20  11:00:00,1312.73894339,111.953408207,342.511927708,0.0,243.2593065,310.10971186,292.820096743,186.526225293,70.808374512,35.4854969382
 06/20  12:00:00,1262.55850714,114.649005197,348.940203037,0.0,243.2593065,310.10971186,247.478847151,141.351581691,70.808374512,35.3188909475
 06/20  13:00:00,1298.57193961,120.170364779,360.231505283,0.0,243.2593065,302.612436532,185.581067593,99.8105369417,56.6466996096,29.1238310417
 06/20  14:00:00,1292.84897443,126.573802653,361.414714918,0.0,243.2593065,302.612436532,147.942541254,72.5473235363,42.4850247072,32.91019301
 06/20  15:00:00,1298.90016649,132.813122705,361.104482772,0.0,243.2593065,302.612436532,147.149198093,55.1409335894,56.6466996096,35.3615648941
 06/20  16:00:00,1325.46722596,136.523290678,358.175026132,0.0,243.2593065,310.10971186,161.955033853,50.5721477223,84.9700494144,26.4128367165
 06/20  17:00:00,1320.31155201,137.523108886,356.486904371,0.0,243.2593065,310.10971186,154.84650065,52.416150119,84.9700494144,17.4603011161
 06/20  18:00:00,994.710255665,96.358453542,349.975347884,0.0,166.938926447,199.110933808,198.728164742,105.044583887,84.9700494144,8.71353144089
 06/20  19:00:00,995.52250065,96.3529295664,360.268328458,0.0,166.938926447,191.61365848,270.981504543,196.924457503,56.6466996096,17.4103474305
 06/20  20:00:00,916.563163867,96.3525857472,389.31452216,0.0,100.150657288,124.558693486,335.518382565,261.460842751,56.6466996096,17.4108402042
 06/20  21:00:00,897.055571833,96.3525857472,393.598289821,0.0,100.150657288,124.558693486,330.071511137,278.889038447,42.4850247072,8.69744798264
 06/20  22:00:00,832.804860275,96.3525857472,398.059037508,0.0,46.0930336215,124.558693486,342.600531198,305.581858753,28.3233498048,8.69532264063
 06/20  23:00:00,819.350210666,96.3525857472,399.327628745,0.0,46.0930336215,124.558693486,346.643689841,315.110929728,14.1616749024,17.3710852102
 06/20  24:00:00,796.700666833,96.3525857472,403.862499402,0.0,46.0930336215,113.312780494,337.49829327,323.137855875,5.66466996096,8.69576743371
 06/21  01:00:00,800.179209138,96.3525857472,413.775223875,0.0,46.0930336215,113.312780494,347.111483717,332.750948122,5.66466996096,8.69586563396
 06/21  02:00:00,807.298733461,96.3525857472,426.844378041,0.0,46.0930336215,113.312780494,364.94253999,341.905770718,5.66466996096,17.372099311
 06/21  03:00:00,815.689845487,96.3525857472,441.803556315,0.0,46.0930336215,113.312780494,365.111692602,350.750770542,5.66466996096,8.69625209941
 06/21  04:00:00,920.689237391,96.3525857472,458.018567024,0.0,100.150657288,148.969399434,362.312330771,339.279293891,5.66466996096,17.3683669193
 06/21  05:00:00,926.04917442,98.4407242797,468.750953323,0.0,100.150657288,149.894399434,456.772232854,433.916256001,14.1616749024,8.69430195117
 06/21  06:00:00,1144.01038485,102.640505969,447.603043622,0.0,176.471037341,302.612436532,346.031860561,309.014067902,28.3233498048,8.69444285424
 06/21  07:00:00,1232.30436383,107.314985068,389.754657762,0.0,243.2593065,310.10971186,334.046812016,265.31358203,42.4850247072,26.2482052783
 06/21  08:00:00,1253.30996158,109.439717781,364.969816805,0.0,243.2593065,310.10971186,314.933710283,240.709641584,56.6466996096,17.5773690893
 06/21  09:00:00,1287.83130282,111.012882737,360.606080965,0.0,243.2593065,302.612436532,296.278802873,227.352116604,42.4850247072,26.4416615617
 06/21  10:00:00,1297.63180342,112.583265351,356.241376691,0.0,243.2593065,310.10971186,319.639959986,213.403991486,70.808374512,35.4275939875
 06/21  11:00:00,1292.10120822,114.261713392,348.559200497,0.0,243.2593065,310.10971186,305.948887219,199.66242765,70.808374512,35.4780850566
 06/21  12:00:00,1249.72907739,115.959581054,345.615669053,0.0,243.2593065,310.10971186,284.113512924,186.814157111,70.808374512,26.4909813002
 06/21  13:00:00,1287.42641401,117.690063165,346.788023153,0.0,243.2593065,302.612436532,248.481140609,156.349237353,56.6466996096,35.4852036467
 06/21  14:00:00,1287.26465699,119.756009172,347.589094365,0.0,243.2593065,302.612436532,217.033202517,139.126511771,42.4850247072,35.421666039
 06/21  15:00:00,1286.10436109,121.901278002,348.413955662,0.0,243.2593065,302.612436532,211.054641256,127.885593333,56.6466996096,26.5223483136
 06/21  16:00:00,1289.79332117,123.650481955,347.03308423,0.0,243.2593065,310.10971186,240.896772831,129.514878959,84.9700494144,26.4118444573
 06/21  17:00:00,1287.00938001,124.660383553,345.774005819,0.0,243.2593065,310.10971186,232.828946219,130.395158927,84.9700494144,17.4637378786
 06/21  18:00:00,1022.75533924,96.3525857472,354.442741189,0.0,166.938926447,199.110933808,272.895557011,170.51511415,84.9700494144,17.4103934465
 06/21  19:00:00,1048.07184363,96.3525857472,379.36264428,0.0,166.938926447,191.61365848,291.884048353,217.825157748,56.6466996096,17.4121909957
 06/21  20:00:00,928.729457364,96.3525857472,390.759241344,0.0,100.150657288,124.558693486,337.737890571,272.376878571,56.6466996096,8.71431239108
 06/21  21:00:00,880.659267055,96.3525857472,397.026785759,0.0,100.150657288,124.558693486,347.300012419,287.439103888,42.4850247072,17.3758838241
 06/21  22:00:00,826.142642732,96.3525857472,398.319650477,0.0,46.0930336215,124.558693486,346.972354902,309.953079384,28.3233498048,8.69592571272
 06/21  23:00:00,832.965791163,96.3525857472,397.773337799,0.0,46.0930336215,124.558693486,342.631711544,319.773970328,14.1616749024,8.69606631398
 06/21  24:00:00,815.474292905,96.3525857472,396.183282814,0.0,46.0930336215,113.312780494,348.540196796,325.504424519,5.66466996096,17.3711023161
 06/22  01:00:00,813.455728143,96.3525857472,397.480171301,0.0,46.0930336215,113.312780494,345.864490871,331.505744101,5.66466996096,8.69407680917
 06/22  02:00:00,799.867213843,96.3525857472,412.812162292,0.0,46.0930336215,113.312780494,364.764929208,341.731769156,5.66466996096,17.3684900915
 06/22  03:00:00,809.164374935,96.3525857472,430.1781904,0.0,46.0930336215,113.312780494,366.097009602,351.737900543,5.66466996096,8.69443909829
 06/22  04:00:00,898.773957972,96.3525857472,431.536410381,0.0,100.150657288,148.969399434,351.093100593,336.73384985,5.66466996096,8.69458078225
 06/22  05:00:00,894.745317945,99.0674670527,434.786980259,0.0,100.150657288,149.894399434,458.161883156,426.629036732,14.1616749024,17.3711715213
 06/22  06:00:00,1113.58024138,103.151346775,427.973682958,0.0,176.471037341,302.612436532,341.867545153,304.849215768,28.3233498048,8.69497958113
 06/22  07:00:00,1212.45122888,107.746591341,397.104416206,0.0,243.2593065,310.10971186,326.829753979,266.839381978,42.4850247072,17.5053472933
 06/22  08:00:00,1242.57247262,109.61360976,383.236416951,0.0,243.2593065,310.10971186,330.978229394,247.972998222,56.6466996096,26.3585315619
 06/22  09:00:00,1274.20817249,111.048691498,379.804935668,0.0,243.2593065,302.612436532,307.320157568,238.39373321,42.4850247072,26.4413996503
 06/22  10:00:00,1277.94593472,112.58785444,374.033575315,0.0,243.2593065,310.10971186,338.679743094,232.452569763,70.808374512,35.4187988188
 06/22  11:00:00,1278.77257483,114.350290061,371.801019075,0.0,243.2593065,310.10971186,336.749526391,230.471139932,70.808374512,35.4700119472
 06/22  12:00:00,1238.87474983,116.080331688,371.920958625,0.0,243.2593065,310.10971186,327.7539313,230.449552784,70.808374512,26.4960040047
 06/22  13:00:00,1272.48446064,117.893588692,370.381759985,0.0,243.2593065,302.612436532,319.380837896,227.257927634,56.6466996096,35.4762106524
 06/22  14:00:00,1270.38722354,120.235767509,366.151815779,0.0,243.2593065,302.612436532,293.375059339,215.476156157,42.4850247072,35.4138784758
 06/22  15:00:00,1265.5900031,122.668436218,359.470901689,0.0,243.2593065,302.612436532,275.189724279,192.015178049,56.6466996096,26.5278466202
 06/22  16:00:00,1268.56888522,124.712176772,354.308155032,0.0,243.2593065,310.10971186,287.910478183,176.529093292,84.9700494144,26.4113354762
 06/22  17:00:00,1268.9824328,125.818218456,353.691814206,0.0,243.2593065,310.10971186,265.892529515,163.46304736,84.9700494144,17.4594327402
 06/22  18:00:00,995.518220483,96.3525857472,374.49843791,0.0,166.938926447,199.110933808,293.45648484,191.073687136,84.9700494144,17.4127482897
 06/22  19:00:00,1019.41863237,96.3525857472,404.240674661,0.0,166.938926447,191.61365848,297.467406249,232.106002264,56.6466996096,8.71470437453
 06/22  20:00:00,921.778505351,96.3525857472,426.798197763,0.0,100.150657288,124.558693486,362.252215431,288.19401267,56.6466996096,17.4115031517
 06/22  21:00:00,892.424788924,96.3525857472,438.219765249,0.0,100.150657288,124.558693486,355.567707137,304.38452098,42.4850247072,8.69816144976
 06/22  22:00:00,835.770170253,96.3525857472,450.445951222,0.0,46.0930336215,124.558693486,375.126792706,329.431126285,28.3233498048,17.3723166157
 06/22  23:00:00,836.139278226,96.3525857472,450.195437222,0.0,46.0930336215,124.558693486,362.397002668,339.541328512,14.1616749024,8.69399925322
 06/22  24:00:00,822.32430943,96.3525857472,448.055718991,0.0,46.0930336215,113.312780494,368.954130666,345.919773937,5.66466996096,17.3696867683
 06/23  01:00:00,822.838080904,96.3525857472,448.147521114,0.0,46.0930336215,113.312780494,366.484791548,352.12578962,5.66466996096,8.69433196761
 06/23  02:00:00,843.389249454,96.3525857472,470.71547861,0.0,46.0930336215,113.312780494,375.228499322,360.869382003,5.66466996096,8.69444735843
 06/23  03:00:00,837.36059554,96.3525857472,463.977643763,0.0,46.0930336215,113.312780494,390.502288798,367.468347227,5.66466996096,17.3692716104
 06/23  04:00:00,932.459094239,96.3525857472,468.78185546,0.0,100.150657288,148.969399434,369.320259501,354.96075539,5.66466996096,8.69483414993
 06/23  05:00:00,924.329987794,98.3573494998,466.918252723,0.0,100.150657288,149.894399434,473.570537277,450.713892717,14.1616749024,8.69496965819
 06/23  06:00:00,1148.72838276,102.187278726,465.738433625,0.0,176.471037341,302.612436532,369.490227468,323.795589253,28.3233498048,17.3712884098
 06/23  07:00:00,1239.45861651,106.3923346,427.509537332,0.0,243.2593065,310.10971186,343.21642891,283.224694826,42.4850247072,17.506709376
 06/23  08:00:00,1248.70813307,108.076652165,390.616077514,0.0,243.2593065,310.10971186,343.077915156,260.074686054,56.6466996096,26.3565294916
 06/23  09:00:00,1285.12355539,109.545608372,373.580150877,0.0,243.2593065,302.612436532,312.903420987,243.978462336,42.4850247072,26.4399339436
 06/23  10:00:00,1295.42259115,111.204007425,364.474107575,0.0,243.2593065,310.10971186,341.622738829,235.400608949,70.808374512,35.4137553672
 06/23  11:00:00,1294.31821039,113.149439246,361.179179288,0.0,243.2593065,310.10971186,328.703481819,231.287031332,70.808374512,26.6080759752
 06/23  12:00:00,1251.28225786,115.269373111,354.301783839,0.0,243.2593065,310.10971186,324.124087235,217.994645076,70.808374512,35.3210676469
 06/23  13:00:00,1284.55575585,117.402183465,345.934952236,0.0,243.2593065,302.612436532,290.956201474,198.842211017,56.6466996096,35.4672908469
 06/23  14:00:00,1290.68113928,119.813809094,345.999773711,0.0,243.2593065,302.612436532,235.215783924,166.164915219,42.4850247072,26.5658439979
 06/23  15:00:00,1262.65430974,121.951924653,349.930090605,0.0,243.2593065,302.612436532,228.788862482,136.778839549,56.6466996096,35.3633233239
 06/23  16:00:00,1270.94321662,123.3822911,355.681632544,0.0,243.2593065,310.10971186,245.732616893,134.350214125,84.9700494144,26.4123533543
 06/23  17:00:00,1272.58287903,124.142717042,356.746741404,0.0,243.2593065,310.10971186,240.009602395,137.577574437,84.9700494144,17.4619785436
 06/23  18:00:00,986.183310362,96.3525857472,366.349762741,0.0,166.938926447,199.110933808,273.880591064,180.195574924,84.9700494144,8.71496672612
 06/23  19:00:00,1011.82934196,96.3525857472,392.927429657,0.0,166.938926447,191.61365848,302.671466897,228.612962214,56.6466996096,17.4118050735
 06/23  20:00:00,908.720917669,96.3525857472,400.218377813,0.0,100.150657288,124.558693486,355.154530367,281.096636084,56.6466996096,17.4111946732
 06/23  21:00:00,873.471295741,96.3525857472,405.01468513,0.0,100.150657288,124.558693486,347.381152094,296.197848612,42.4850247072,8.69827877442
 06/23  22:00:00,807.145970153,96.3525857472,408.144099993,0.0,46.0930336215,124.558693486,364.851243153,319.15783767,28.3233498048,17.370055678
 06/23  23:00:00,811.473520944,96.3525857472,421.975378492,0.0,46.0930336215,124.558693486,354.802538663,331.946836272,14.1616749024,8.69402748854
 06/23  24:00:00,816.410477215,96.3525857472,439.131733952,0.0,46.0930336215,113.312780494,357.914653978,343.555824759,5.66466996096,8.69415925839
 06/24  01:00:00,824.512693961,96.3525857472,435.860482169,0.0,46.0930336215,113.312780494,372.559656804,349.52638234,5.66466996096,17.3686045026
 06/24  02:00:00,835.043901234,96.3525857472,438.355251861,0.0,46.0930336215,113.312780494,370.22149789,355.862364209,5.66466996096,8.69446371963
 06/24  03:00:00,843.752055918,96.3525857472,443.814760477,0.0,46.0930336215,113.312780494,376.635189691,362.275935619,5.66466996096,8.69458411051
 06/24  04:00:00,855.986436678,96.3525857472,445.399371486,0.0,55.6251445156,113.312780494,378.852980954,355.818773527,5.66466996096,17.369537466
 06/24  05:00:00,861.670951451,96.3525857472,456.030422651,0.0,55.6251445156,113.312780494,382.732378649,359.875749348,14.1616749024,8.69495439836
 06/24  06:00:00,916.893647077,96.3525857472,443.332409675,0.0,65.1572554096,176.889270242,320.945140744,283.92671269,28.3233498048,8.69507824907
 06/24  07:00:00,986.396662336,97.5333243326,398.663953021,0.0,109.682768182,220.96816451,400.562625156,340.706127154,42.4850247072,17.3714732949
 06/24  08:00:00,969.347930336,97.7097222443,387.115690369,0.0,109.682768182,220.96816451,374.482935226,300.394980402,56.6466996096,17.4412552141
 06/24  09:00:00,1071.20384085,99.4314051747,382.473669487,0.0,131.945524568,266.955817592,332.673757948,272.677728934,42.4850247072,17.5110043069
 06/24  10:00:00,1079.89098149,99.6345711651,377.161311575,0.0,131.945524568,274.45309292,359.1107062,261.951054782,70.808374512,26.3512769064
 06/24  11:00:00,1086.56719172,99.7761770414,371.533619959,0.0,131.945524568,274.45309292,342.275572704,253.891155925,70.808374512,17.5760422669
 06/24  12:00:00,1045.39574628,100.165798362,364.358702614,0.0,131.945524568,274.45309292,335.403262681,238.242642884,70.808374512,26.3522452845
 06/24  13:00:00,1018.80511984,100.979550004,359.24590701,0.0,131.945524568,266.955817592,306.27541605,223.282438993,56.6466996096,26.3462774474
 06/24  14:00:00,1014.82596557,102.100069756,355.951348227,0.0,131.945524568,266.955817592,278.949795271,210.119920006,42.4850247072,26.3448505581
 06/24  15:00:00,936.849005643,96.3525857472,362.457743,0.0,109.682768182,212.545889182,231.139267047,156.920957955,56.6466996096,17.5716094823
 06/24  16:00:00,954.656264285,96.3525857472,372.161694054,0.0,109.682768182,220.04316451,270.675305786,159.355388903,84.9700494144,26.3498674687
 06/24  17:00:00,919.782118955,96.3526376748,379.269699161,0.0,109.682768182,220.04316451,260.656785077,158.18705527,84.9700494144,17.4996803931
 06/24  18:00:00,884.347843081,96.3526671027,382.365186563,0.0,100.150657288,199.110933808,295.163445452,192.823460423,84.9700494144,17.3699356145
 06/24  19:00:00,888.658358547,96.3525857472,392.937638565,0.0,100.150657288,191.61365848,296.888258628,231.546399846,56.6466996096,8.6951591723
 06/24  20:00:00,804.417199042,96.3525857472,406.07901186,0.0,55.6251445156,124.558693486,358.946681052,293.604690229,56.6466996096,8.69529121306
 06/24  21:00:00,803.711930716,96.3525857472,406.222172743,0.0,55.6251445156,124.558693486,365.731541855,305.87557467,42.4850247072,17.3709424777
 06/24  22:00:00,798.098908569,96.3525857472,411.077129003,0.0,46.0930336215,124.558693486,364.018560556,326.99955595,28.3233498048,8.69565480132
 06/24  23:00:00,800.477904268,96.3525857472,408.598784227,0.0,46.0930336215,124.558693486,356.788377519,333.93092488,14.1616749024,8.69577773666
 06/24  24:00:00,789.092379821,96.3525857472,403.620568219,0.0,46.0930336215,113.312780494,360.17483059,337.138112977,5.66466996096,17.3720476514
 06/25  01:00:00,777.974665267,96.3525857472,411.912067015,0.0,34.9616554283,113.312780494,360.479064066,346.121404824,5.66466996096,8.69298928127
 06/25  02:00:00,783.294003367,96.3525857472,412.75159267,0.0,34.9616554283,113.312780494,374.526215166,351.493752154,5.66466996096,17.3677930516
 06/25  03:00:00,784.196184961,96.3525857472,408.720112661,0.0,34.9616554283,113.312780494,368.839772274,354.481038528,5.66466996096,8.69406378512
 06/25  04:00:00,795.035446768,96.3525857472,414.095257762,0.0,44.4937663224,113.312780494,363.394122694,349.035271434,5.66466996096,8.6941812995
 06/25  05:00:00,792.655866701,96.3525857472,426.473101442,0.0,44.4937663224,113.312780494,384.747022398,353.216628766,14.1616749024,17.3687187297
 06/25  06:00:00,854.664735298,96.3525857472,423.448071726,0.0,54.0258772165,176.889270242,316.152670723,279.134783122,28.3233498048,8.69453779604
 06/25  07:00:00,852.231263169,96.3525857472,413.191436638,0.0,54.0258772165,184.38654557,309.458960887,258.279279482,42.4850247072,8.69465669833
 06/25  08:00:00,925.236739288,96.3525857472,406.329561838,0.0,65.1572554096,220.04316451,311.620590492,237.541437525,56.6466996096,17.4324533577
 06/25  09:00:00,912.668047709,96.3525857472,400.791977497,0.0,65.1572554096,212.545889182,288.699815431,228.719718128,42.4850247072,17.4950725963
 06/25  10:00:00,912.762853726,96.3525857472,392.77718262,0.0,65.1572554096,220.04316451,318.686819101,221.547861028,70.808374512,26.3305835608
 06/25  11:00:00,908.273948219,96.3525857472,386.759271062,0.0,65.1572554096,220.04316451,316.554411166,219.418188389,70.808374512,26.3278482656
 06/25  12:00:00,906.076725891,96.3525857472,385.348712567,0.0,65.1572554096,220.04316451,305.056169453,216.688714532,70.808374512,17.5590804092
 06/25  13:00:00,900.72571601,96.3525857472,387.480738256,0.0,65.1572554096,212.545889182,299.494459147,216.518437803,56.6466996096,26.3293217336
 06/25  14:00:00,904.71525423,96.3525857472,391.602125501,0.0,65.1572554096,212.545889182,281.055487114,212.243620464,42.4850247072,26.3268419429
 06/25  15:00:00,907.239522183,96.3525857472,394.282547292,0.0,65.1572554096,212.545889182,276.60701303,202.401949975,56.6466996096,17.5583634452
 06/25  16:00:00,883.956621401,96.3525857472,396.471616288,0.0,65.1572554096,220.04316451,307.423601233,196.125162798,84.9700494144,26.3283890205
 06/25  17:00:00,841.948963519,96.3525857472,401.38051267,0.0,54.0258772165,184.38654557,306.466673158,204.000790248,84.9700494144,17.4958334953
 06/25  18:00:00,813.56354445,96.3525857472,403.40047053,0.0,44.4937663224,163.454314868,332.586922632,238.92133814,84.9700494144,8.69553507781
 06/25  19:00:00,809.958333546,96.3525857472,406.300078752,0.0,44.4937663224,155.95703954,341.031784833,267.013598253,56.6466996096,17.3714869701
 06/25  20:00:00,799.306936652,96.3525857472,411.679803884,0.0,44.4937663224,124.558693486,382.326274299,316.983645938,56.6466996096,8.69592875202
 06/25  21:00:00,803.291474192,96.3525857472,416.181475882,0.0,44.4937663224,124.558693486,388.983164094,329.130362595,42.4850247072,17.3677767917
 06/25  22:00:00,805.348521527,96.3525857472,429.324940692,0.0,34.9616554283,124.558693486,387.963948767,350.946679005,28.3233498048,8.69391995763
 06/25  23:00:00,806.60516741,96.3525857472,429.326697992,0.0,34.9616554283,124.558693486,383.363497671,360.507786246,14.1616749024,8.69403652282
 06/25  24:00:00,800.745254398,96.3525857472,436.249298284,0.0,34.9616554283,113.312780494,389.076002538,366.041594161,5.66466996096,17.3697384161
 06/26  01:00:00,795.176192322,96.3525857472,418.023743263,0.0,46.0930336215,113.312780494,382.421941632,368.062930845,5.66466996096,8.69434082599
 06/26  02:00:00,799.815010413,96.3525857472,422.331665772,0.0,46.0930336215,113.312780494,387.179625152,372.820512569,5.66466996096,8.6944426227
 06/26  03:00:00,844.553455235,96.3525857472,471.728446007,0.0,46.0930336215,113.312780494,409.937778581,386.903893025,5.66466996096,17.3692155949
 06/26  04:00:00,938.719223107,96.3525857472,467.759329053,0.0,100.150657288,148.969399434,386.688998244,372.329546287,5.66466996096,8.69478199651
 06/26  05:00:00,921.425291046,96.3525857472,459.282313963,0.0,100.150657288,149.894399434,593.852016848,570.99544068,14.1616749024,8.69490126507
 06/26  06:00:00,1124.63773263,96.8423945458,446.363954153,0.0,176.471037341,302.612436532,417.251679733,371.557232319,28.3233498048,17.3710976087
 06/26  07:00:00,1228.83681968,97.8937394084,424.861098197,0.0,243.2593065,310.10971186,378.53260701,318.54136167,42.4850247072,17.5062206329
 06/26  08:00:00,1261.02718164,98.5483835301,414.467909388,0.0,243.2593065,310.10971186,382.11358297,299.111594944,56.6466996096,26.3552884169
 06/26  09:00:00,1282.61756775,99.1000398158,401.013938704,0.0,243.2593065,302.612436532,355.012850864,286.089478527,42.4850247072,26.4383476298
 06/26  10:00:00,1284.56500711,100.018629047,394.321764133,0.0,243.2593065,310.10971186,383.009646416,276.790210797,70.808374512,35.4110611066
 06/26  11:00:00,1285.79991592,101.39598701,392.93040378,0.0,243.2593065,310.10971186,372.521732616,275.105947877,70.808374512,26.6074102272
 06/26  12:00:00,1243.99550799,102.882764441,391.302135623,0.0,243.2593065,310.10971186,378.121761383,271.995216518,70.808374512,35.3181703526
 06/26  13:00:00,1276.93762329,104.417661238,389.21764351,0.0,243.2593065,302.612436532,358.881007962,266.770488254,56.6466996096,35.4638200983
 06/26  14:00:00,1279.37282273,106.520652977,389.682398447,0.0,243.2593065,302.612436532,327.589101755,258.535436834,42.4850247072,26.5686402144
 06/26  15:00:00,1280.55412968,108.812349651,388.787347218,0.0,243.2593065,302.612436532,336.872724174,244.866361734,56.6466996096,35.3596628306
 06/26  16:00:00,1288.16813474,110.867233126,387.805591707,0.0,243.2593065,310.10971186,345.968569366,234.588885114,84.9700494144,26.4096348379
 06/26  17:00:00,1293.65194383,112.376427678,392.28068474,0.0,243.2593065,310.10971186,332.11021222,229.679715213,84.9700494144,17.4604475933
 06/26  18:00:00,1043.03467159,96.3525857472,423.512073635,0.0,166.938926447,199.110933808,323.816254043,230.131922017,84.9700494144,8.7142826115
 06/26  19:00:00,1048.58626582,96.3525857472,434.15492455,0.0,166.938926447,191.61365848,335.225854555,261.168840372,56.6466996096,17.4103145733
 06/26  20:00:00,934.95870115,96.3525857472,442.000646072,0.0,100.150657288,124.558693486,390.097144385,316.039539544,56.6466996096,17.4109052317
 06/26  21:00:00,902.004811301,96.3525857472,450.215431969,0.0,100.150657288,124.558693486,381.469232063,330.286694216,42.4850247072,8.69751314041
 06/26  22:00:00,842.802511393,96.3525857472,458.690365697,0.0,46.0930336215,124.558693486,390.322409079,353.303691739,28.3233498048,8.69536753549
 06/26  23:00:00,850.98883837,96.3525857472,466.583726703,0.0,46.0930336215,124.558693486,395.476200913,363.943455366,14.1616749024,17.3710706447
 06/26  24:00:00,836.699961729,96.3525857472,465.488815276,0.0,46.0930336215,113.312780494,385.961205622,371.600826585,5.66466996096,8.69570907616
 06/27  01:00:00,834.400404048,96.3525857472,463.548755325,0.0,46.0930336215,113.312780494,392.277857349,377.917408627,5.66466996096,8.69577876136
 06/27  02:00:00,831.476459843,96.3525857472,461.591402236,0.0,46.0930336215,113.312780494,406.600190022,383.566082208,5.66466996096,17.3694378531
 06/27  03:00:00,829.225689526,96.3525857472,460.09284798,0.0,46.0930336215,113.312780494,403.284763819,388.926378389,5.66466996096,8.6937154696
 06/27  04:00:00,923.504131986,96.3525857472,460.56543254,0.0,100.150657288,148.969399434,394.864581677,371.830858071,5.66466996096,17.3690536453
 06/27  05:00:00,921.629461766,96.523121216,461.91249809,0.0,100.150657288,149.894399434,529.529197629,506.673482682,14.1616749024,8.69404004496
 06/27  06:00:00,1139.81257435,98.8106892853,461.243341252,0.0,176.471037341,302.612436532,394.655518468,357.638016845,28.3233498048,8.69415181768
 06/27  07:00:00,1265.67696572,100.622529624,462.371816212,0.0,243.2593065,310.10971186,382.507993232,313.776807079,42.4850247072,26.2461614457
 06/27  08:00:00,1295.06634702,101.976649535,447.123847079,0.0,243.2593065,310.10971186,368.865799392,294.643594248,56.6466996096,17.5755055345
 06/27  09:00:00,1317.43891168,103.253852519,434.783344598,0.0,243.2593065,302.612436532,353.753712939,284.830472928,42.4850247072,26.4382153039
 06/27  10:00:00,1320.00243426,104.432027884,427.298274991,0.0,243.2593065,310.10971186,387.100825463,280.870929344,70.808374512,35.421521607
 06/27  11:00:00,1315.59617766,105.750297731,411.934411641,0.0,243.2593065,310.10971186,384.20493478,277.925165762,70.808374512,35.4713945064
 06/27  12:00:00,1275.03876014,107.274723502,400.260027516,0.0,243.2593065,310.10971186,370.795091221,273.494612565,70.808374512,26.4921041437
 06/27  13:00:00,1309.04969904,109.024142666,394.807129859,0.0,243.2593065,302.612436532,360.25020172,268.126328414,56.6466996096,35.4771736962
 06/27  14:00:00,1308.64588762,111.240360687,392.165971705,0.0,243.2593065,302.612436532,336.617171555,258.718083779,42.4850247072,35.414063069
 06/27  15:00:00,1312.45804522,113.397301719,393.488921952,0.0,243.2593065,302.612436532,327.919289817,244.7499236,56.6466996096,26.5226666077
 06/27  16:00:00,1314.3925547,115.05494294,398.855175733,0.0,243.2593065,310.10971186,347.753799365,236.377489813,84.9700494144,26.4062601383
 06/27  17:00:00,1326.24006641,116.096337598,404.084008396,0.0,243.2593065,310.10971186,335.288152207,232.857775221,84.9700494144,17.4603275713
 06/27  18:00:00,1058.57845033,96.3525857472,433.368200661,0.0,166.938926447,199.110933808,345.42179916,243.042734608,84.9700494144,17.4090151372
 06/27  19:00:00,1078.76465244,96.3525857472,454.036204056,0.0,166.938926447,191.61365848,347.550944355,273.49519884,56.6466996096,17.4090459062
 06/27  20:00:00,957.524879549,96.3525857472,461.69938405,0.0,100.150657288,124.558693486,393.870435794,328.508283644,56.6466996096,8.71545254035
 06/27  21:00:00,908.294378616,96.3525857472,459.97924207,0.0,100.150657288,124.558693486,402.76587393,342.908153581,42.4850247072,17.3726956426
 06/27  22:00:00,840.677138748,96.3525857472,458.302110638,0.0,46.0930336215,124.558693486,402.000322731,364.98270619,28.3233498048,8.69426673605
 06/27  23:00:00,839.530637745,96.3525857472,456.544848941,0.0,46.0930336215,124.558693486,396.986683259,374.130633171,14.1616749024,8.69437518609
 06/27  24:00:00,824.638054273,96.3525857472,454.880625315,0.0,46.0930336215,113.312780494,403.734638348,380.699588957,5.66466996096,17.3703794299
 06/28  01:00:00,823.596392439,96.3525857472,453.63783888,0.0,46.0930336215,113.312780494,400.757817038,386.398499955,5.66466996096,8.69464712219
